question,tag,answer,needs_context
ডাক্তার দেখাতে হবে,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
মাথা ব্যথা করছে,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
পেট খারাপ,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
সর্দি কাশি,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
চোখে সমস্যা,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
মোবাইল রিচার্জ কিভাবে করব?,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
ইন্টারনেট কানেকশন নেই,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
ফোনের সমস্যা,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
কম্পিউটার চালু হচ্ছে না,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
ওয়াইফাই কানেক্ট হচ্ছে না,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
অ্যাপ ডাউনলোড করব,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
সব কিছু খারাপ লাগছে,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
অফিসের লোকেরা ভালো না,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
সরকারি কাজ করতে সমস্যা,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
দুর্নীতি হচ্ছে,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
ঘুষ চায়,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
কাজ করে না,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
চাল কিনতে হবে,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
বাজার করতে যাব,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
রান্না করব কী?,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
দোকান কোথায়?,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
দাম কত?,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
কিনতে চাই,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
বিক্রি করব,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
বাস কখন আসবে?,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
ট্রেনের টিকিট,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
রিকশা পাওয়া যাচ্ছে না,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
যানজট,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
নামজারি করতে গিয়ে আবহাওয়া খারাপ ছিল,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
জমির কাজ করতে গিয়ে অসুস্থ হয়েছি,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
নামজারি অফিসে মোবাইল রিচার্জ করতে হবে,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
ভূমি অফিসে খাবার পাওয়া যায় কি?,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
কী?,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
কিসের কথা বলছেন?,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
বুঝলাম না,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
কী বলতে চাচ্ছেন?,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
আরো বিস্তারিত বলুন,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
স্পষ্ট করে বলুন,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
কোন বিষয়ে?,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
এটা কী?,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
ওটা কী?,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
কোনটা?,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
কেমনে?,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
পাসপোর্ট করতে হবে,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
ভিসার জন্য কাগজ,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
জন্ম নিবন্ধন,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
মৃত্যু সনদ,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
বিবাহ সনদ,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
তালাক সনদ,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
চাকরির আবেদন,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
ব্যাংক অ্যাকাউন্ট,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
লোন নিতে চাই,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
বীমা করব,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
ট্যাক্স দিতে হবে,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
আয়কর,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
ভ্যাট,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
কাস্টমস,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
পুলিশ ক্লিয়ারেন্স,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
আদালতের কাজ,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
মামলা করব,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
উকিল লাগবে,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
নোটারি করাতে হবে,irrelevant,আমি শুধুমাত্র নামজারি বিষয়ক তথ্য দিয়ে সাহায্য করতে পারি। নামজারি সংক্রান্ত কোনো প্রশ্ন থাকলে জিজ্ঞেস করুন।,
আরেকবার বলুন,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
আবার বলবেন?,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
পুনরায় বলুন,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
আগের কথা আবার বলুন,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
আরেকবার শুনতে চাই,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
পুনরাবৃত্তি করুন,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
আগের উত্তর আবার দিন,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
একবার আরো বলুন,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
রিপিট করুন,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
আমার বাবা গত বছর মারা গেছেন। তার নামে একটা জমি আছে যেটা আমার নামে করতে হবে। নামজারির জন্য আমি কী কী করতে হবে?,namjari_application_procedure,"আপনার মোবাইলে বা ল্যাপটপে বা কম্পিউটারে ইন্টারনেট থাকলে আপনি নিজেই পারবেন, আর যদি না থাকে তবে ভূমি সহায়তা কেন্দ্র বা তেজগাঁওয়ে ভূমি ভবনে ভূমি সেবা কেন্দ্রে বা আপনার নিকটস্থ দোকানে কম্পিউটারে সরকারি সেবা নিয়ে কাজ করে সেখানে করাতে পারেন।",
আমি গত মাসে একটা জমি কিনেছি। দলিল রেজিস্ট্রি সব করে ফেলেছি। এখন নামজারি করার জন্য কোথায় যেতে হবে?,namjari_application_procedure,"আপনার মোবাইলে বা ল্যাপটপে বা কম্পিউটারে ইন্টারনেট থাকলে আপনি নিজেই পারবেন, আর যদি না থাকে তবে ভূমি সহায়তা কেন্দ্র বা তেজগাঁওয়ে ভূমি ভবনে ভূমি সেবা কেন্দ্রে বা আপনার নিকটস্থ দোকানে কম্পিউটারে সরকারি সেবা নিয়ে কাজ করে সেখানে করাতে পারেন।",
"আমার দাদার নামে জমি ছিল। দাদা মারা যাওয়ার পর বাবার নামে হয়েছিল। এখন বাবাও মারা গেছেন, আমি কিভাবে নামজারি করব?",namjari_application_procedure,"আপনার মোবাইলে বা ল্যাপটপে বা কম্পিউটারে ইন্টারনেট থাকলে আপনি নিজেই পারবেন, আর যদি না থাকে তবে ভূমি সহায়তা কেন্দ্র বা তেজগাঁওয়ে ভূমি ভবনে ভূমি সেবা কেন্দ্রে বা আপনার নিকটস্থ দোকানে কম্পিউটারে সরকারি সেবা নিয়ে কাজ করে সেখানে করাতে পারেন।",
আমার বাবা গত বছর মারা গেছেন। আমরা ৩ ভাই ২ বোন আছি। নামজারির জন্য কী কী কাগজপত্র লাগবে?,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।",
আমার দাদা অনেক আগে মারা গেছেন। তার পর বাবাও মারা গেছেন। এখন আমাদের ওয়ারিশ সার্টিফিকেট বানাতে হবে কি?,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।",
"আমার মা মারা গেছেন ২ বছর আগে। তার নামে একটা জমি ছিল। আমরা ৪ সন্তান, সবার নামে নামজারি করতে কী কী দলিল লাগবে?",namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।",
আমি ৩ মাস আগে নামজারির আবেদন করেছি। এখনো কোনো খবর পাইনি। আমার আবেদনটা এখন কোন পর্যায়ে আছে?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
গত সপ্তাহে অফিসে গিয়েছিলাম স্ট্যাটাস জানতে। কিন্তু সেখানে সঠিক তথ্য দিতে পারেনি। অনলাইনে কিভাবে দেখতে পারি?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
আমার মোবাইলে কোনো এসএমএস আসেনি। অথচ আবেদন করেছি ২ মাস হয়ে গেল। কী করে বুঝব যে কাজটা এগিয়ে চলেছে?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
আমার নামজারি আবেদন খারিজ হয়েছে। চিঠিতে লেখা 'অসম্পূর্ণ তথ্য'। এখন আমি কী করতে পারি?,namjari_rejected_appeal,"এসি ল্যান্ড নামজারি না মঞ্জুর করলে এসি (ল্যান্ড) এর নিকট ১৫০ ধারায় রিভিউ বা অতিরিক্ত জেলা প্রশাসক (রাজস্ব) এর নিকট আপিল করা যায়। মনে রাখতে হবে, একবার নামজারি নামঞ্জুর হলে দ্বিতীয় বার আবেদন করা যায় না আবার রিভিউ নামঞ্জুর হলে আপিল করা যায় না।",
গতকাল একটা চিঠি এসেছে যেখানে লেখা 'নামঞ্জুর'। আমি বুঝতে পারছি না কেন। আপিল করার নিয়ম কী?,namjari_rejected_appeal,"এসি ল্যান্ড নামজারি না মঞ্জুর করলে এসি (ল্যান্ড) এর নিকট ১৫০ ধারায় রিভিউ বা অতিরিক্ত জেলা প্রশাসক (রাজস্ব) এর নিকট আপিল করা যায়। মনে রাখতে হবে, একবার নামজারি নামঞ্জুর হলে দ্বিতীয় বার আবেদন করা যায় না আবার রিভিউ নামঞ্জুর হলে আপিল করা যায় না।",
আমার আবেদন বাতিল হয়েছে দ্বিতীয়বার। প্রথমবার ভুল কাগজের জন্য। এখন আর কী করা যায়?,namjari_rejected_appeal,"এসি ল্যান্ড নামজারি না মঞ্জুর করলে এসি (ল্যান্ড) এর নিকট ১৫০ ধারায় রিভিউ বা অতিরিক্ত জেলা প্রশাসক (রাজস্ব) এর নিকট আপিল করা যায়। মনে রাখতে হবে, একবার নামজারি নামঞ্জুর হলে দ্বিতীয় বার আবেদন করা যায় না আবার রিভিউ নামঞ্জুর হলে আপিল করা যায় না।",
নামজারি কিভাবে?,namjari_application_procedure,"আপনার মোবাইলে বা ল্যাপটপে বা কম্পিউটারে ইন্টারনেট থাকলে আপনি নিজেই পারবেন, আর যদি না থাকে তবে ভূমি সহায়তা কেন্দ্র বা তেজগাঁওয়ে ভূমি ভবনে ভূমি সেবা কেন্দ্রে বা আপনার নিকটস্থ দোকানে কম্পিউটারে সরকারি সেবা নিয়ে কাজ করে সেখানে করাতে পারেন।",
কোথায় আবেদন?,namjari_application_procedure,"আপনার মোবাইলে বা ল্যাপটপে বা কম্পিউটারে ইন্টারনেট থাকলে আপনি নিজেই পারবেন, আর যদি না থাকে তবে ভূমি সহায়তা কেন্দ্র বা তেজগাঁওয়ে ভূমি ভবনে ভূমি সেবা কেন্দ্রে বা আপনার নিকটস্থ দোকানে কম্পিউটারে সরকারি সেবা নিয়ে কাজ করে সেখানে করাতে পারেন।",
অনলাইনে হয়?,namjari_application_procedure,"আপনার মোবাইলে বা ল্যাপটপে বা কম্পিউটারে ইন্টারনেট থাকলে আপনি নিজেই পারবেন, আর যদি না থাকে তবে ভূমি সহায়তা কেন্দ্র বা তেজগাঁওয়ে ভূমি ভবনে ভূমি সেবা কেন্দ্রে বা আপনার নিকটস্থ দোকানে কম্পিউটারে সরকারি সেবা নিয়ে কাজ করে সেখানে করাতে পারেন।",
প্রক্রিয়া কী?,namjari_application_procedure,"আপনার মোবাইলে বা ল্যাপটপে বা কম্পিউটারে ইন্টারনেট থাকলে আপনি নিজেই পারবেন, আর যদি না থাকে তবে ভূমি সহায়তা কেন্দ্র বা তেজগাঁওয়ে ভূমি ভবনে ভূমি সেবা কেন্দ্রে বা আপনার নিকটস্থ দোকানে কম্পিউটারে সরকারি সেবা নিয়ে কাজ করে সেখানে করাতে পারেন।",
কিভাবে শুরু?,namjari_application_procedure,"আপনার মোবাইলে বা ল্যাপটপে বা কম্পিউটারে ইন্টারনেট থাকলে আপনি নিজেই পারবেন, আর যদি না থাকে তবে ভূমি সহায়তা কেন্দ্র বা তেজগাঁওয়ে ভূমি ভবনে ভূমি সেবা কেন্দ্রে বা আপনার নিকটস্থ দোকানে কম্পিউটারে সরকারি সেবা নিয়ে কাজ করে সেখানে করাতে পারেন।",
কোন অফিসে?,namjari_application_procedure,"আপনার মোবাইলে বা ল্যাপটপে বা কম্পিউটারে ইন্টারনেট থাকলে আপনি নিজেই পারবেন, আর যদি না থাকে তবে ভূমি সহায়তা কেন্দ্র বা তেজগাঁওয়ে ভূমি ভবনে ভূমি সেবা কেন্দ্রে বা আপনার নিকটস্থ দোকানে কম্পিউটারে সরকারি সেবা নিয়ে কাজ করে সেখানে করাতে পারেন।",
ফর্ম কোথায়?,namjari_application_procedure,"আপনার মোবাইলে বা ল্যাপটপে বা কম্পিউটারে ইন্টারনেট থাকলে আপনি নিজেই পারবেন, আর যদি না থাকে তবে ভূমি সহায়তা কেন্দ্র বা তেজগাঁওয়ে ভূমি ভবনে ভূমি সেবা কেন্দ্রে বা আপনার নিকটস্থ দোকানে কম্পিউটারে সরকারি সেবা নিয়ে কাজ করে সেখানে করাতে পারেন।",
আবেদন কিভাবে?,namjari_application_procedure,"আপনার মোবাইলে বা ল্যাপটপে বা কম্পিউটারে ইন্টারনেট থাকলে আপনি নিজেই পারবেন, আর যদি না থাকে তবে ভূমি সহায়তা কেন্দ্র বা তেজগাঁওয়ে ভূমি ভবনে ভূমি সেবা কেন্দ্রে বা আপনার নিকটস্থ দোকানে কম্পিউটারে সরকারি সেবা নিয়ে কাজ করে সেখানে করাতে পারেন।",
স্ট্যাটাস কিভাবে?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
অবস্থা কোথায়?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
চেক করব কিভাবে?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
খবর কোথায়?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
মামলা কোথায়?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
অগ্রগতি কী?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
আপডেট কোথায়?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
